can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,full_name,position
True,True,100.0,100.0,245719,0,0,0,0,0,2,-0.4,0.1,1,Taylor,0.6,461,False,,2024-11-30T01:00:08.130168Z,4.0,245719.jpg,1.7,False,Harwood-Bellis,7.0,False,,a,17,20,39,808114,322,1049461,836,0.2,9.8,Harwood-Bellis,241.0,2024-07-01,False,p245719,1894,1,0,2,45,0,0,0,7,0,0,2,181,490.4,166.0,173.0,83.2,22,1.55,0.49,2.04,47.65,0,0,0,0,0,0,0,39,12,161,35,128,13,99,20,,,,,,,0.07,0.0,0.02,0.09,2.26,2.14,633,176,300,83,313,99,50,16,1.05,0.1,Taylor Harwood-Bellis,Defender
True,True,100.0,100.0,504783,0,0,0,0,0,3,0.6,1.1,4,Kamaldeen,1.6,462,False,,2025-01-24T00:00:09.946289Z,5.0,504783.jpg,1.3,False,Sulemana,0.0,False,,a,17,20,16,1998,4,1926,6,0.3,3.2,Kamaldeen,81.0,2023-01-31,False,p504783,298,0,1,0,10,0,0,0,0,0,0,0,52,29.4,31.1,53.0,11.2,3,0.37,0.17,0.54,10.42,0,0,0,0,0,0,0,411,190,335,188,271,149,377,181,,,,,,,0.11,0.0,0.05,0.16,3.15,3.02,225,140,194,86,382,182,668,276,0.91,0.0,Kamaldeen Sulemana,Midfielder
True,True,100.0,100.0,39155,0,0,0,0,0,3,-0.4,0.1,1,Adam,0.6,463,False,,2024-11-25T09:30:07.787290Z,5.0,39155.jpg,1.2,False,Lallana,0.0,False,,a,17,20,16,3568,4,6057,5,0.1,3.2,Lallana,241.0,2024-06-14,False,p39155,333,0,2,0,7,0,0,0,4,0,0,1,72,77.8,82.2,21.0,18.1,5,0.15,0.48,0.63,7.03,0,0,0,0,0,0,0,353,164,252,155,344,186,346,169,,,,,,,0.04,0.0,0.13,0.17,1.9,1.89,189,116,315,152,397,193,599,237,1.35,0.0,Adam Lallana,Midfielder
True,True,0.0,0.0,515571,0,0,-1,1,0,2,0.0,0.0,0,Juan,0.0,464,False,Unknown - Unknown return date,2024-11-29T12:00:07.896449Z,3.9,515571.jpg,0.0,False,Larios López,0.1,False,,i,17,20,0,3722,8,8537,9,0.0,0.0,Larios,200.0,2022-09-01,False,p515571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,540,181,518,177,478,163,540,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,731,246,442,135,551,182,514,180,0.0,0.0,Juan Larios López,Defender
True,False,0.0,0.0,200428,0,0,0,0,0,1,0.0,0.0,0,Mateusz,0.0,465,False,Transferred to Göztepe,2024-08-23T12:38:57.742902Z,4.0,200428.jpg,0.0,False,Lis,0.1,False,,u,17,20,0,888,0,18577,4,0.0,0.0,Lis,,,False,p200428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,553,58,532,36,495,22,553,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,623,46,461,48,564,58,487,66,0.0,0.0,Mateusz Lis,Goalkeeper
True,True,,,167888,0,0,0,0,0,1,-1.0,-0.5,0,Joe,0.0,466,False,,,4.0,167888.jpg,2.7,False,Lumley,0.6,False,,a,17,20,8,79815,20,51054,104,0.0,2.0,Lumley,241.0,2023-08-07,False,p167888,270,0,0,0,7,0,0,0,0,0,13,0,22,102.2,0.0,0.0,10.2,3,0.00,0.00,0.00,9.40,0,0,0,0,0,0,0,322,31,527,35,489,21,386,31,,,,,,,0.0,4.33,0.0,0.0,3.13,2.33,615,45,454,47,146,23,253,37,1.0,0.0,Joe Lumley,Goalkeeper
True,True,,,204863,0,0,-2,2,0,2,-0.8,-0.3,0,Ryan,0.2,467,False,,,4.3,204863.jpg,1.2,False,Manning,0.1,False,,a,17,20,15,3278,1,7285,10,0.0,3.5,Manning,104.0,2023-07-12,False,p204863,760,0,1,0,21,0,0,0,1,0,0,0,61,156.8,240.8,47.0,44.3,10,0.14,1.59,1.73,23.22,0,0,0,0,0,0,0,261,97,109,21,276,85,222,72,1.0,,,,,,0.02,0.0,0.19,0.21,2.75,2.49,560,123,385,124,389,128,518,183,1.18,0.0,Ryan Manning,Defender
True,False,0.0,0.0,476888,0,0,0,0,0,4,0.0,0.0,0,Sékou,0.0,468,False,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z,5.0,476888.jpg,0.0,False,Mara,0.0,False,,u,17,20,0,782,0,8279,2,0.0,0.0,Mara,,,False,p476888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,738,74,737,74,731,74,738,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,221,50,718,70,740,75,609,77,0.0,0.0,Sékou Mara,Forward
True,True,,,58376,0,0,-2,2,0,1,-0.6,-0.1,0,Alex,0.4,469,False,,,4.3,58376.jpg,2.4,False,McCarthy,0.1,False,,a,17,20,12,18695,9,25869,21,0.1,2.8,McCarthy,241.0,2016-08-01,False,p58376,450,0,0,0,13,0,0,0,0,0,24,0,32,166.4,0.0,0.0,16.7,5,0.00,0.00,0.00,11.22,0,0,0,0,0,0,0,254,27,603,59,573,47,352,27,,,,,,,0.0,4.8,0.0,0.0,2.24,2.6,544,26,333,24,198,29,403,59,1.0,0.0,Alex McCarthy,Goalkeeper
True,True,100.0,100.0,147611,0,0,-1,1,0,4,2.0,2.5,6,Paul,3.0,470,False,,2024-11-25T09:30:07.798801Z,4.9,147611.jpg,1.8,False,Onuachu,0.3,False,,a,17,20,25,58107,447,43222,192,0.6,5.1,Onuachu,157.0,2023-01-31,False,p147611,538,2,0,0,14,0,0,0,1,0,0,0,83,71.8,65.0,192.0,32.7,6,1.67,0.14,1.81,14.68,0,0,0,0,0,0,0,360,34,279,32,115,31,270,32,,,,,,,0.28,0.0,0.02,0.3,2.46,2.34,245,54,91,12,303,36,309,51,1.0,0.0,Paul Onuachu,Forward
True,True,100.0,100.0,214466,0,0,0,0,0,3,-0.2,0.3,1,Will,0.8,471,False,,2024-10-20T11:00:06.361543Z,5.0,214466.jpg,1.2,False,Smallbone,0.0,False,,a,17,20,10,2050,2,6284,3,0.2,2.0,Smallbone,104.0,2019-07-22,False,p214466,316,0,0,0,8,0,0,0,0,0,0,0,45,25.8,58.9,32.0,11.6,3,0.31,0.54,0.85,7.37,0,0,0,0,0,0,0,418,195,292,177,309,166,375,179,2.0,,1.0,,,,0.09,0.0,0.15,0.24,2.1,2.28,204,125,289,142,398,194,629,257,0.85,0.0,Will Smallbone,Midfielder
True,True,100.0,100.0,88900,0,0,0,0,0,2,-0.8,-0.3,1,Jack,0.2,472,False,,2024-12-27T02:00:09.866125Z,4.0,88900.jpg,1.0,False,Stephens,0.4,False,,a,17,20,11,119159,9,120306,30,0.0,2.8,Stephens,241.0,2011-07-01,False,p88900,803,0,0,1,20,0,0,0,2,2,0,2,42,127.2,51.5,17.0,19.6,10,0.28,0.20,0.48,19.20,0,0,0,0,0,0,0,295,108,304,91,355,119,338,112,,,,,,,0.03,0.0,0.02,0.05,2.15,2.24,611,159,371,111,414,138,283,103,1.12,0.11,Jack Stephens,Defender
True,True,0.0,0.0,230348,0,0,-1,1,0,4,0.0,0.0,0,Ross,0.0,473,False,Muscle injury - Unknown return date,2024-10-05T18:00:07.268831Z,4.4,230348.jpg,0.8,False,Stewart,2.2,False,,i,17,20,3,775810,1297,627666,1157,0.0,0.7,Stewart,243.0,2023-09-01,False,p230348,130,0,0,0,2,0,0,0,1,0,0,0,5,5.8,6.7,9.0,2.1,1,0.17,0.02,0.19,2.56,0,0,0,0,0,0,0,468,45,421,47,380,46,462,48,,,,,,,0.12,0.0,0.01,0.13,1.77,1.38,503,81,561,50,499,53,131,20,0.69,0.0,Ross Stewart,Forward
True,True,100.0,100.0,219279,0,0,-3,3,1,2,-0.8,-0.3,0,Sugawara,0.2,474,False,,2024-10-20T11:00:06.390070Z,4.2,219279.jpg,1.7,False,Yukinari,0.2,False,,a,17,20,36,32864,20,39188,25,0.0,8.6,Sugawara,108.0,2024-07-14,False,p219279,1160,1,1,2,30,0,0,0,4,0,0,0,118,244.6,250.6,79.0,57.3,13,0.37,1.81,2.18,30.03,0,0,0,0,0,0,0,189,74,102,20,228,63,168,50,,,2.0,,,,0.03,0.0,0.14,0.17,2.33,2.33,591,147,382,121,316,100,396,138,1.01,0.16,Sugawara Yukinari,Defender
True,True,,,103914,0,0,-1,1,0,2,-1.2,-0.7,0,Charlie,-0.2,475,False,,,3.9,103914.jpg,0.7,False,Taylor,4.3,False,,a,17,20,5,406939,145,498320,518,-0.1,1.3,Taylor,241.0,2024-07-01,False,p103914,263,0,0,0,10,0,0,0,1,0,0,0,16,72.6,26.5,2.0,10.2,2,0.00,0.10,0.10,7.61,0,0,0,0,0,0,0,357,126,349,115,422,149,385,128,,,,,,,0.0,0.0,0.03,0.03,2.6,3.42,705,230,755,249,504,173,85,30,0.68,0.0,Charlie Taylor,Defender
True,True,100.0,100.0,158534,0,0,-2,2,0,2,-0.4,0.1,2,Kyle,0.6,476,False,,2024-12-20T17:00:08.649440Z,4.3,158534.jpg,1.8,False,Walker-Peters,0.3,False,,a,17,20,40,40238,26,58191,82,0.1,9.3,Walker-Peters,241.0,2020-08-11,False,p158534,1960,0,2,2,50,0,0,0,5,0,0,3,181,345.0,296.9,180.0,81.9,22,0.49,2.03,2.51,53.92,0,0,0,0,0,0,0,121,43,80,16,122,11,103,21,,,,,,,0.02,0.0,0.09,0.11,2.48,2.3,556,119,305,86,297,97,304,112,1.01,0.09,Kyle Walker-Peters,Defender
True,True,0.0,0.0,244845,0,0,0,0,0,2,0.0,0.0,0,Nathan,0.2,477,False,Knock - Expected back 15 Feb,2025-01-31T16:00:09.413287Z,4.0,244845.jpg,1.6,False,Wood-Gordon,1.3,False,,i,17,20,13,123362,7,131667,709,0.0,3.2,Wood,241.0,2024-07-05,False,p244845,577,0,0,1,14,0,0,0,2,0,0,2,46,93.6,18.9,14.0,12.8,6,0.23,0.04,0.27,16.07,0,0,0,0,0,0,0,337,119,374,128,363,123,369,123,,,,,,,0.04,0.0,0.01,0.05,2.51,2.18,632,175,375,114,325,101,187,74,0.94,0.16,Nathan Wood-Gordon,Defender
True,False,0.0,0.0,149519,0,0,-3,3,0,3,0.0,0.0,0,Maxwel,0.0,515,False,Loaned to Genoa,2025-01-22T10:14:43.133544Z,4.7,149519.jpg,0.5,False,Cornet,0.0,False,,u,17,20,1,2364,0,4504,5,0.0,0.2,Cornet,54.0,2024-08-30,False,p149519,71,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,1,0.16,0.00,0.16,1.79,0,0,0,0,0,0,0,452,209,433,222,388,206,461,219,,,,,,,0.2,0.0,0.0,0.2,2.27,5.07,324,210,671,276,512,239,628,256,1.27,0.0,Maxwel Cornet,Midfielder
True,True,100.0,100.0,220585,0,0,-3,3,0,3,-1.0,-0.5,0,Flynn,0.0,518,False,,2024-12-30T09:30:07.198312Z,4.7,220585.jpg,1.8,False,Downes,0.0,False,,a,17,20,32,7298,12,10393,5,0.0,6.8,Downes,241.0,2024-07-16,False,p220585,1431,1,0,2,36,0,0,0,9,0,0,0,214,199.4,228.7,109.0,53.9,17,0.62,1.14,1.76,33.60,0,0,0,0,0,0,0,231,101,115,82,192,114,187,102,,,,,,,0.04,0.0,0.07,0.11,2.11,2.26,331,215,674,278,302,138,556,214,1.07,0.13,Flynn Downes,Midfielder
True,False,0.0,0.0,204814,0,0,-7,7,0,3,0.0,0.0,0,Ben,0.0,584,False,Loaned to Sheffield United,2025-01-22T10:11:54.592530Z,4.8,204814.jpg,1.3,False,Brereton Díaz,0.1,False,,u,17,20,13,22711,0,81932,34,0.0,2.7,Brereton Díaz,44.0,2024-07-30,False,p204814,446,0,0,0,10,0,0,0,1,0,0,0,43,21.8,63.6,81.0,16.8,4,0.90,0.15,1.05,11.43,0,0,0,0,0,0,0,426,200,283,173,223,126,350,171,,,,,,,0.18,0.0,0.03,0.21,2.31,2.02,297,194,682,285,379,179,414,143,0.81,0.0,Ben Brereton Díaz,Midfielder
True,True,100.0,100.0,496661,0,0,0,0,1,3,0.4,0.9,0,Tyler,1.4,608,False,,2025-01-16T23:00:08.124193Z,4.5,496661.jpg,2.2,False,Dibling,1.9,False,,a,17,20,45,745924,569,561152,716,0.3,10.0,Dibling,241.0,2023-08-07,False,p496661,1225,2,1,2,31,0,0,0,6,0,0,4,169,191.2,248.9,227.0,66.7,14,2.12,1.10,3.22,31.68,0,0,0,0,0,0,0,240,106,103,74,92,60,132,79,4.0,,,,,,0.16,0.0,0.08,0.24,2.33,2.28,417,257,210,94,232,101,143,47,1.03,0.15,Tyler Dibling,Midfielder
True,True,100.0,100.0,551226,0,0,0,0,0,3,1.4,1.9,2,Mateus Gonçalo,2.4,623,False,,2024-12-30T09:30:07.304371Z,5.0,551226.jpg,2.4,False,Espanha Fernandes,0.1,False,,a,17,20,52,15316,13,10238,34,0.5,10.4,M.Fernandes,173.0,2024-08-20,False,p551226,1740,1,2,4,37,0,0,0,7,0,0,2,294,302.8,411.9,282.0,99.8,20,3.15,2.48,5.63,43.68,0,0,0,0,0,0,0,142,53,47,38,67,43,73,48,3.0,,3.0,,,,0.16,0.0,0.13,0.29,2.26,1.91,233,147,130,53,206,91,494,177,1.03,0.21,Mateus Gonçalo Espanha Fernandes,Midfielder
True,True,,,545508,0,0,0,0,0,3,-1.0,-0.5,0,Joseph,0.0,693,False,,,4.5,545508.jpg,0.0,False,O'Brien-Whitmarsh,0.0,False,,a,17,20,0,816,2,604,4,0.0,0.0,O'Brien-Whitmarsh,104.0,2024-08-27,False,p545508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,687,286,684,289,669,282,687,286,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,444,279,641,256,695,290,729,308,0.0,0.0,Joseph O'Brien-Whitmarsh,Midfielder
True,True,,,500016,0,0,0,0,0,2,-0.8,-0.3,1,Welington Damascena,0.2,718,False,,,4.0,500016.jpg,1.0,False,Santos,0.0,False,,a,17,20,1,306,3,131,1,0.0,0.2,Welington,30.0,2025-01-01,False,p500016,80,0,0,0,1,0,0,0,1,0,0,0,11,0.0,0.0,0.0,0.0,1,0.00,0.13,0.13,1.55,0,0,0,0,0,0,0,575,202,559,199,524,190,575,202,,,,,,,0.0,0.0,0.15,0.15,1.74,1.12,658,191,376,115,422,144,716,243,1.12,0.0,Welington Damascena Santos,Defender
True,True,,,620408,0,0,0,0,0,2,-1.0,-0.5,0,Joachim,0.0,719,False,,,4.0,620408.jpg,0.0,False,Kayi-Sanda,0.0,False,,a,17,20,0,172,1,65,3,0.0,0.0,Kayi Sanda,73.0,2025-01-09,False,p620408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,605,228,590,226,557,219,605,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,696,225,521,193,615,228,734,248,0.0,0.0,Joachim Kayi-Sanda,Defender
True,True,,,494779,0,0,0,0,0,3,0.0,0.5,2,Albert,1.0,734,False,,,5.0,494779.jpg,2.0,False,Grønbæk,0.0,False,,a,17,20,2,403,15,65,3,0.2,0.4,Grønbæk,58.0,2025-01-21,False,p494779,69,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1,0.10,0.00,0.10,1.34,0,0,0,0,0,0,0,741,319,740,320,734,317,741,319,,,,,,,0.13,0.0,0.0,0.13,1.75,1.3,224,139,265,130,271,120,732,310,1.3,0.0,Albert Grønbæk,Midfielder
True,True,,,100045653,0,0,0,0,0,5,3.5,4.0,8,Ivan,4.5,748,False,,,0.5,100045653.jpg,0.0,False,Juric,0.1,False,,a,17,20,9,63,10,121,19,9.0,18.0,Jurić,97.0,2024-12-23,False,man45654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,1,0,0,0,3,507,2,483,2,442,2,507,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,754,17,33,7,518,2,702,20,0.0,0.0,Ivan Juric,
True,True,0.0,0.0,154566,0,0,-1,1,1,4,0.0,0.0,0,Dominic,1.8,82,False,Knee injury - Expected back 26 Feb,2025-01-20T00:30:08.043924Z,7.4,154566.jpg,4.6,False,Solanke-Mitchell,5.0,False,,i,18,6,83,2622655,14,4891774,4581,0.2,11.2,Solanke,241.0,2024-08-10,False,p154566,1598,7,5,3,29,1,0,0,0,0,0,6,325,396.2,168.4,581.0,113.6,18,8.43,1.08,9.51,30.07,0,0,0,0,0,0,0,82,11,156,18,18,8,47,11,,,,,,,0.47,0.0,0.06,0.53,1.69,1.63,18,7,180,21,27,8,70,16,1.01,0.17,Dominic Solanke-Mitchell,Forward
True,False,0.0,0.0,548308,0,0,0,0,0,2,0.0,0.0,0,Ashley,0.0,478,False,Loaned to Stoke City,2024-08-26T10:10:07.966773Z,4.0,548308.jpg,0.0,False,Phillips,0.2,False,,u,18,6,0,8361,0,43213,16,0.0,0.0,A.Phillips,,,False,p548308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,587,213,572,211,538,203,587,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,675,207,501,176,597,213,387,135,0.0,0.0,Ashley Phillips,Defender
True,True,,,214572,0,0,0,0,0,1,0.2,0.2,0,Brandon,0.2,479,False,,,4.0,214572.jpg,1.0,False,Austin,0.5,False,,a,18,6,1,38221,70,37819,62,0.0,0.2,Austin,241.0,2017-07-22,False,p214572,90,0,0,0,2,0,0,0,0,0,2,0,7,20.0,0.0,0.0,2.0,1,0.00,0.00,0.00,2.53,0,0,0,0,0,0,0,431,37,535,38,498,24,463,37,,,,,,,0.0,2.0,0.0,0.0,2.53,2.0,626,48,372,25,417,38,267,42,1.0,0.0,Brandon Austin,Goalkeeper
True,True,100.0,100.0,202993,0,0,-1,1,0,3,0.4,0.4,0,Rodrigo,0.4,480,False,,2025-01-09T16:30:08.892612Z,4.9,202993.jpg,2.2,False,Bentancur,0.1,False,,a,18,6,29,21734,39,38678,23,0.1,5.9,Bentancur,230.0,2022-01-31,False,p202993,775,2,0,1,14,0,0,0,5,0,0,1,150,165.6,79.6,92.0,33.8,10,0.87,0.48,1.35,11.32,0,0,0,0,0,0,0,256,112,257,159,209,122,262,132,,,,,,,0.1,0.0,0.06,0.16,1.31,1.63,255,163,348,165,237,106,440,154,1.16,0.12,Rodrigo Bentancur,Midfielder
True,True,100.0,100.0,570526,0,0,-1,1,0,3,1.4,1.4,0,Lucas,1.4,481,False,,2024-10-16T12:30:07.550630Z,4.4,570526.jpg,1.2,False,Bergvall,1.1,False,,a,18,6,19,203883,574,184076,407,0.3,4.3,Bergvall,206.0,2024-07-01,False,p570526,552,0,0,1,12,0,0,0,3,0,0,0,122,124.8,117.4,22.0,26.3,5,0.17,0.50,0.67,12.07,0,0,0,0,0,0,0,297,133,212,132,337,182,303,152,,,,,,,0.03,0.0,0.08,0.11,1.97,1.96,534,319,209,93,391,187,203,60,0.82,0.16,Lucas Bergvall,Midfielder
True,True,100.0,100.0,227127,0,0,-2,2,1,3,0.4,0.4,0,Yves,0.4,482,False,,2025-01-17T15:00:07.651873Z,4.8,227127.jpg,2.2,False,Bissouma,0.2,False,,a,18,6,38,91854,40,94191,49,0.1,7.9,Bissouma,132.0,2022-06-17,False,p227127,962,2,0,2,18,0,0,0,5,0,0,4,192,204.4,91.1,32.0,33.0,11,0.37,0.38,0.75,17.85,0,0,0,0,0,0,0,225,98,240,150,308,165,268,134,,,,,,,0.03,0.0,0.04,0.07,1.67,1.68,304,198,346,163,235,104,329,102,1.03,0.19,Yves Bissouma,Midfielder
True,False,0.0,0.0,436234,0,0,0,0,0,3,0.0,0.0,0,Bryan,0.0,483,False,On loan to Girona for the season,2024-07-31T11:08:25.895794Z,5.0,436234.jpg,0.0,False,Gil Salvatierra,0.0,False,,u,18,6,0,0,0,151,0,0.0,0.0,Bryan,,,False,p436234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,734,315,733,316,727,313,734,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,214,132,714,305,736,317,751,325,0.0,0.0,Bryan Gil Salvatierra,Midfielder
True,True,100.0,100.0,115556,0,0,-2,2,0,2,0.4,0.4,0,Ben,0.4,484,False,,2024-12-06T10:30:08.078300Z,4.3,115556.jpg,2.0,False,Davies,0.1,False,,a,18,6,12,13426,39,26422,20,0.1,2.8,Davies,244.0,2014-07-23,False,p115556,450,0,0,1,7,0,0,0,1,0,0,0,61,115.8,8.8,8.0,13.4,5,0.07,0.17,0.24,8.65,0,0,0,0,0,0,0,304,111,417,142,384,133,367,121,,,,,,,0.01,0.0,0.03,0.04,1.73,1.4,554,118,334,99,263,85,405,142,1.0,0.2,Ben Davies,Defender
True,False,0.0,0.0,496179,0,0,0,0,0,3,0.0,0.0,0,Alfie,0.0,485,False,Loaned to Westerlo,2024-09-10T11:37:22.522366Z,4.5,496179.jpg,0.0,False,Devine,0.0,False,,u,18,6,0,4716,0,12630,3,0.0,0.0,Devine,,,False,p496179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,668,270,666,273,649,265,668,270,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,255,621,238,677,274,545,208,0.0,0.0,Alfie Devine,Midfielder
True,True,25.0,25.0,493125,0,0,-2,2,0,2,0.1,0.1,0,Radu,0.4,486,False,Knee injury - 25% chance of playing,2025-01-31T15:00:09.267677Z,4.3,493125.jpg,1.5,False,Drăgușin,0.3,False,,d,18,6,24,55906,0,58396,386,0.1,5.6,Dragusin,177.0,2024-01-11,False,p493125,1250,0,0,2,29,0,0,0,1,0,0,0,96,256.4,58.1,47.0,36.2,14,0.13,0.16,0.29,28.59,0,0,0,0,0,0,0,175,67,294,84,277,86,251,77,,,,,,,0.01,0.0,0.01,0.02,2.06,2.09,574,133,337,102,339,111,328,121,1.01,0.14,Radu Drăgușin,Defender
True,False,0.0,0.0,241157,0,0,0,0,0,2,0.0,0.0,0,Emerson,0.0,487,False,Transferred to AC Milan,2024-08-13T07:06:12.490889Z,4.5,241157.jpg,0.0,False,Leite de Souza Junior,0.0,False,,u,18,6,0,0,0,2673,2,0.0,0.0,E.Royal,,,False,p241157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,644,244,641,244,623,242,644,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,376,63,596,231,653,244,693,232,0.0,0.0,Emerson Leite de Souza Junior,Defender
True,True,,,40383,0,0,-2,2,0,1,0.0,0.0,0,Fraser,0.0,488,False,,,4.3,40383.jpg,2.7,False,Forster,0.5,False,,a,18,6,19,103336,27,86726,184,0.0,4.4,Forster,241.0,2022-06-10,False,p40383,630,0,0,1,15,0,0,0,0,0,29,0,64,221.0,0.0,0.0,22.2,7,0.00,0.00,0.00,14.80,0,0,0,0,0,0,0,207,22,601,58,571,46,324,22,,,,,,,0.0,4.14,0.0,0.0,2.11,2.14,541,25,537,68,148,24,266,41,1.0,0.14,Fraser Forster,Goalkeeper
True,True,100.0,100.0,547701,0,0,-4,4,0,3,1.2,1.2,0,Archie,1.2,489,False,,2024-12-02T00:00:08.747842Z,4.6,547701.jpg,1.5,False,Gray,0.2,False,,a,18,6,24,36303,110,39630,112,0.3,5.2,Gray,241.0,2024-07-02,False,p547701,873,0,0,1,20,1,0,0,0,0,0,0,141,146.4,17.7,11.0,17.5,9,0.03,0.08,0.11,19.01,0,0,0,0,0,0,0,275,119,377,204,376,202,348,170,,,,,,,0.0,0.0,0.01,0.01,1.96,2.06,355,228,231,108,343,158,335,105,0.93,0.1,Archie Gray,Midfielder
True,False,0.0,0.0,132015,0,0,0,0,0,3,0.0,0.0,0,Pierre-Emile,0.0,490,False,On loan to Marseille for the season,2024-07-23T11:58:08.802970Z,5.0,132015.jpg,0.0,False,Højbjerg,0.0,False,,u,18,6,0,0,0,528,0,0.0,0.0,Højbjerg,,,False,p132015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,732,313,730,314,724,311,732,313,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,118,709,301,734,315,740,316,0.0,0.0,Pierre-Emile Højbjerg,Midfielder
True,True,0.0,0.0,242898,0,0,-3,3,0,3,0.0,0.0,0,Brennan,0.6,491,False,Calf injury - Expected back 16 Feb,2025-01-17T15:00:07.684598Z,6.2,242898.jpg,4.2,False,Johnson,2.1,False,,i,18,6,89,2058832,4,1970678,2808,0.1,14.4,Johnson,244.0,2023-09-01,False,p242898,1490,7,4,2,21,0,0,0,3,0,0,7,300,380.2,215.7,614.0,120.4,16,8.41,1.18,9.59,25.43,0,0,0,0,0,0,0,98,35,125,88,11,5,42,29,,,,,,,0.51,0.0,0.07,0.58,1.54,1.27,63,38,320,155,43,23,136,43,0.97,0.12,Brennan Johnson,Midfielder
True,True,,,445044,0,0,-1,1,0,3,3.0,3.0,0,Dejan,3.0,492,False,,,6.4,445044.jpg,4.1,False,Kulusevski,5.5,False,,a,18,6,94,1404070,1509,1104302,4127,0.5,14.7,Kulusevski,206.0,2023-07-01,False,p445044,1858,6,4,4,34,0,0,0,3,0,0,7,367,528.6,752.5,598.0,187.6,21,3.27,3.72,6.99,34.39,0,0,0,0,0,0,0,25,8,2,2,16,9,6,4,3.0,,,,,,0.16,0.0,0.18,0.34,1.67,1.65,50,27,98,41,50,26,66,18,1.02,0.19,Dejan Kulusevski,Midfielder
